    °„C	        No	    CH0	            CH1	            CH2	            CH3
86.646	5597	0.1382290207	243.6567094121	0.3367586337	-0.2360948465
86.653	5598	0.1382320010	243.5947503802	0.3367363415	-0.2361129663
86.664	5599	0.1382364117	243.5309138018	0.3367134533	-0.2361295364
86.678	5600	0.1382416569	243.4720840139	0.3366899691	-0.2361458681
86.682	5601	0.1382434451	243.4094991332	0.3366664849	-0.2361616037
86.695	5602	0.1382486903	243.3500434965	0.3366435967	-0.2361807964
86.708	5603	0.1382535778	243.2837035229	0.3366213045	-0.2361987970
86.708	5604	0.1382536971	243.2217444910	0.3365979395	-0.2362162016
86.708	5605	0.1382535778	243.1672956447	0.3365746937	-0.2362153671
86.717	5606	0.1382573925	243.0990781247	0.3365504942	-0.2362351558
86.731	5607	0.1382627570	243.0421258832	0.3365267716	-0.2362330101
86.735	5608	0.1382643067	242.9764117584	0.3365020953	-0.2362319372
86.750	5609	0.1382701479	242.9138268777	0.3364798031	-0.2362294338
86.749	5610	0.1382700287	242.8493644505	0.3364560805	-0.2362252615
86.758	5611	0.1382732474	242.7911605114	0.3364320002	-0.2362238310
86.779	5612	0.1382814728	242.7279497819	0.3364095888	-0.2362226389
86.779	5613	0.1382817112	242.6641132035	0.3363870583	-0.2362229965
86.791	5614	0.1382862412	242.6021541716	0.3363607130	-0.2362196586
86.801	5615	0.1382905327	242.5370658956	0.3363387785	-0.2362162016
86.808	5616	0.1382929169	242.4776102589	0.3363163672	-0.2362140558
86.820	5617	0.1382976853	242.4150253782	0.3362907372	-0.2362128637
86.828	5618	0.1383009039	242.3499371022	0.3362670145	-0.2362113140
86.836	5619	0.1383040034	242.2842229774	0.3362435303	-0.2362089298
86.848	5620	0.1383088910	242.2228897943	0.3362181387	-0.2362055919
86.861	5621	0.1383138977	242.1609307623	0.3361954889	-0.2362036846
86.867	5622	0.1383165204	242.0958424864	0.3361711702	-0.2362005851
86.872	5623	0.1383183085	242.0257474199	0.3361475668	-0.2361958168
86.888	5624	0.1383245074	241.9675434808	0.3361231289	-0.2361899755
86.895	5625	0.1383274876	241.9012035073	0.3360972605	-0.2361894987
86.895	5626	0.1383274876	241.8379927777	0.3360713921	-0.2361842535
86.911	5627	0.1383338057	241.7741561993	0.3360504112	-0.2361794851
86.920	5628	0.1383373820	241.7084420746	0.3360251389	-0.2361725710
86.922	5629	0.1383379780	241.6421021010	0.3359999857	-0.2361694715
86.936	5630	0.1383437001	241.5807689178	0.3359755478	-0.2361630342
86.941	5631	0.1383457266	241.5138030954	0.3359506330	-0.2361588619
86.947	5632	0.1383478724	241.4480889707	0.3359250030	-0.2361551664
86.965	5633	0.1383551442	241.3842523923	0.3358992538	-0.2361487291
86.968	5634	0.1383563363	241.3160348723	0.3358763657	-0.2361391924
86.976	5635	0.1383595549	241.2534499916	0.3358508549	-0.2361322782
86.992	5636	0.1383656346	241.1902392620	0.3358260593	-0.2361277483
87.006	5637	0.1383713566	241.1226475908	0.3358024559	-0.2361241720
87.014	5638	0.1383742177	241.0550559196	0.3357764683	-0.2361177347
87.011	5639	0.1383732640	240.9924710388	0.3357517919	-0.2361102245
87.023	5640	0.1383779131	240.9261310653	0.3357250891	-0.2361009262
87.032	5641	0.1383816086	240.8647978821	0.3357013664	-0.2360823295
87.048	5642	0.1383876883	240.7934511181	0.3356758556	-0.2360779188
87.053	5643	0.1383897149	240.7308662373	0.3356512985	-0.2360669515
87.060	5644	0.1383925759	240.6607711709	0.3356241188	-0.2360615871
87.071	5645	0.1383969866	240.5956828949	0.3355974159	-0.2360526464
87.080	5646	0.1384005629	240.5262136773	0.3355730972	-0.2360464475
87.093	5647	0.1384056889	240.4604995525	0.3355498514	-0.2360417984
87.108	5648	0.1384115302	240.3885269397	0.3355237446	-0.2360355995
87.103	5649	0.1384096228	240.3221869661	0.3354958496	-0.2360322616
87.125	5650	0.1384180867	240.2589762365	0.3354702196	-0.2360278509
87.129	5651	0.1384197556	240.1863777749	0.3354450664	-0.2360241554
87.142	5652	0.1384250008	240.1175344060	0.3354188404	-0.2360198638
87.152	5653	0.1384286963	240.0493168860	0.3353923759	-0.2360177181
87.166	5654	0.1384344183	239.9804735172	0.3353676996	-0.2360087774
87.160	5655	0.1384320342	239.9122559972	0.3353412351	-0.2360093734
87.173	5656	0.1384371602	239.8465418724	0.3353154859	-0.2360108039
87.192	5657	0.1384444319	239.7733175619	0.3352891407	-0.2360121152
87.197	5658	0.1384464585	239.7019707979	0.3352639875	-0.2360077045
87.205	5659	0.1384497963	239.6350049755	0.3352353773	-0.2360001943
87.217	5660	0.1384544455	239.5649099091	0.3352093896	-0.2359973333
87.220	5661	0.1384557568	239.4973182379	0.3351828060	-0.2359943531
87.240	5662	0.1384636246	239.4272231714	0.3351547918	-0.2359875581
87.255	5663	0.1384694659	239.3565022562	0.3351304731	-0.2359839818
87.265	5664	0.1384733998	239.2857813409	0.3351042470	-0.2359827898
87.274	5665	0.1384769761	239.2175638209	0.3350764713	-0.2359798095
87.290	5666	0.1384830557	239.1468429057	0.3350485763	-0.2359758756
87.297	5667	0.1384857976	239.0779995369	0.3350219926	-0.2359687231
87.305	5668	0.1384890162	239.0072786216	0.3349932632	-0.2359748027
87.314	5669	0.1384925925	238.9403127992	0.3349698982	-0.2359813592
87.320	5670	0.1384952151	238.8670884888	0.3349415263	-0.2359736106
87.329	5671	0.1384985529	238.7919866319	0.3349138698	-0.2359715841
87.347	5672	0.1385057055	238.7262725071	0.3348875245	-0.2359700344
87.356	5673	0.1385094010	238.6530481966	0.3348591527	-0.2359688423
87.364	5674	0.1385125004	238.5810755838	0.3348310193	-0.2359669349
87.380	5675	0.1385185801	238.5116063661	0.3348039588	-0.2359669349
87.387	5676	0.1385214411	238.4371303580	0.3347770175	-0.2359656236
87.390	5677	0.1385226332	238.3689128380	0.3347478112	-0.2359653852
87.406	5678	0.1385288321	238.2900558883	0.3347197971	-0.2359644315
87.408	5679	0.1385297858	238.2249676123	0.3346934518	-0.2359610937
87.416	5680	0.1385328852	238.1511174530	0.3346648416	-0.2359612129
87.426	5681	0.1385368191	238.0797706890	0.3346386155	-0.2359612129
87.437	5682	0.1385411107	238.0040429833	0.3346077403	-0.2359600208
87.447	5683	0.1385452830	237.9345737657	0.3345818719	-0.2359603784
87.452	5684	0.1385470711	237.8619753040	0.3345517119	-0.2359578750
87.462	5685	0.1385510050	237.7906285400	0.3345241746	-0.2359583518
87.469	5686	0.1385539853	237.7167783807	0.3344958028	-0.2359589479
87.483	5687	0.1385594689	237.6454316166	0.3344687423	-0.2359569213
87.505	5688	0.1385680520	237.5709556085	0.3344414434	-0.2359591863
87.513	5689	0.1385710322	237.4977312981	0.3344124755	-0.2359545372
87.531	5690	0.1385781848	237.4213777436	0.3343852958	-0.2359572790
87.529	5691	0.1385775887	237.3500309795	0.3343568047	-0.2359606168
87.550	5692	0.1385855757	237.2786842155	0.3343281945	-0.2359569213
87.560	5693	0.1385896289	237.2060857538	0.3342995843	-0.2359581134
87.573	5694	0.1385947549	237.1322355945	0.3342714509	-0.2359602592
87.594	5695	0.1386029803	237.0577595864	0.3342417678	-0.2359818361
87.603	5696	0.1386067950	236.9851611248	0.3342129191	-0.2359641931
87.608	5697	0.1386085831	236.9063041750	0.3341844281	-0.2359531066
87.615	5698	0.1386114442	236.8355832598	0.3341559371	-0.2359335563
87.631	5699	0.1386175238	236.7586038565	0.3341260156	-0.2359185359
87.648	5700	0.1386243188	236.6866312436	0.3340958556	-0.2359167478
87.660	5701	0.1386292063	236.6134069332	0.3340666493	-0.2359091184
87.665	5702	0.1386311137	236.5376792275	0.3340383967	-0.2359278343
87.683	5703	0.1386382662	236.4625773706	0.3340088328	-0.2359459541
87.695	5704	0.1386429154	236.3937340017	0.3339798650	-0.2359646699
87.698	5705	0.1386439883	236.3180062960	0.3339493474	-0.2359743259
87.700	5706	0.1386448228	236.2410268927	0.3339224061	-0.2359761140
87.706	5707	0.1386472069	236.1665508846	0.3338931998	-0.2359841011
87.722	5708	0.1386536442	236.0895714813	0.3338632783	-0.2359773061
87.741	5709	0.1386609160	236.0144696244	0.3338316878	-0.2359700344
87.764	5710	0.1386699759	235.9374902211	0.3338026007	-0.2359696767
87.775	5711	0.1386746251	235.8642659106	0.3337751826	-0.2359690807
87.786	5712	0.1386786782	235.7916674490	0.3337452611	-0.2359677694
87.797	5713	0.1386829697	235.7140621969	0.3337161740	-0.2359711072
87.804	5714	0.1386858308	235.6358310959	0.3336845835	-0.2359701536
87.819	5715	0.1386917912	235.5638584831	0.3336564501	-0.2359699151
87.824	5716	0.1386939370	235.4843756845	0.3336267670	-0.2359681270
87.832	5717	0.1386970364	235.4117772229	0.3335969647	-0.2359687231
87.843	5718	0.1387013280	235.3360495172	0.3335679968	-0.2359680078
87.856	5719	0.1387063348	235.2628252067	0.3335384329	-0.2359854124
87.869	5720	0.1387115800	235.1839682569	0.3335068425	-0.2360023401
87.873	5721	0.1387131297	235.1101180977	0.3334772786	-0.2360011480
87.887	5722	0.1387186133	235.0350162408	0.3334468802	-0.2359981678
87.898	5723	0.1387229048	234.9530300470	0.3334169587	-0.2359935186
87.906	5724	0.1387261235	234.8791798877	0.3333866795	-0.2359910152
87.915	5725	0.1387296998	234.8047038796	0.3333574732	-0.2359868429
87.922	5726	0.1387324416	234.7264727787	0.3333294590	-0.2359854124
87.935	5727	0.1387374484	234.6488675266	0.3332971533	-0.2359833858
87.952	5728	0.1387441241	234.5781466113	0.3332656821	-0.2359806440
87.950	5729	0.1387434088	234.5024189056	0.3332361182	-0.2359780214
87.965	5730	0.1387494885	234.4254395023	0.3332063158	-0.2359736106
87.982	5731	0.1387562834	234.3440791574	0.3331730564	-0.2359657428
87.994	5732	0.1387606942	234.2683514517	0.3331430157	-0.2359628818
87.997	5733	0.1387620055	234.1926237460	0.3331140478	-0.2359625242
88.009	5734	0.1387666547	234.1143926450	0.3330835303	-0.2359588287
88.023	5735	0.1387721383	234.0392907881	0.3330525358	-0.2359520338
88.034	5736	0.1387767874	233.9648147800	0.3330224951	-0.2359444044
88.050	5737	0.1387827479	233.8834544351	0.3329923351	-0.2359428546
88.064	5738	0.1387884700	233.8096042758	0.3329619368	-0.2359392784
88.067	5739	0.1387896621	233.7319990237	0.3329321344	-0.2359349868
88.078	5740	0.1387938344	233.6568971668	0.3329012592	-0.2359296224
88.093	5741	0.1388000333	233.5767885194	0.3328694304	-0.2359233043
88.102	5742	0.1388034903	233.4985574185	0.3328387936	-0.2359218738
88.116	5743	0.1388090932	233.4240814104	0.3328085144	-0.2359177015
88.124	5744	0.1388121926	233.3439727631	0.3327777584	-0.2359153173
88.135	5745	0.1388164841	233.2707484526	0.3327453335	-0.2359120986
88.147	5746	0.1388210141	233.1912656540	0.3327142199	-0.2359075687
88.158	5747	0.1388253056	233.1174154948	0.3326852520	-0.2359062574
88.175	5748	0.1388323390	233.0398102426	0.3326540192	-0.2359031579
88.183	5749	0.1388354384	232.9634566881	0.3326254089	-0.2359042308
88.200	5750	0.1388418757	232.8864772848	0.3325929840	-0.2358981512
88.208	5751	0.1388452136	232.8076203351	0.3325603206	-0.2358958862
88.229	5752	0.1388534390	232.7281375365	0.3325302799	-0.2358974359
88.243	5753	0.1388590419	232.6524098308	0.3324984510	-0.2358936212
88.247	5754	0.1388604724	232.5729270323	0.3324681719	-0.2358865879
88.246	5755	0.1388601147	232.4959476290	0.3324362238	-0.2358834884
88.266	5756	0.1388682210	232.4183423768	0.3324049909	-0.2358834884
88.274	5757	0.1388710820	232.3413629735	0.3323723276	-0.2358842037
88.280	5758	0.1388734662	232.2643835702	0.3323424061	-0.2358842037
88.294	5759	0.1388790690	232.1867783181	0.3323120077	-0.2358846805
88.308	5760	0.1388846719	232.1041662755	0.3322816093	-0.2358832500
88.312	5761	0.1388863408	232.0290644186	0.3322495420	-0.2358817003
88.333	5762	0.1388943278	231.9539625617	0.3322173555	-0.2358820579
88.339	5763	0.1388967120	231.8751056120	0.3321850498	-0.2358807466
88.345	5764	0.1388992154	231.7981262087	0.3321544130	-0.2358776472
88.360	5765	0.1389052951	231.7192692589	0.3321236570	-0.2358799121
88.373	5766	0.1389103019	231.6410381580	0.3320917089	-0.2358977935
88.383	5767	0.1389141166	231.5646846035	0.3320604761	-0.2358942172
88.395	5768	0.1389188849	231.4858276538	0.3320281703	-0.2358914754
88.407	5769	0.1389236533	231.4113516457	0.3319955070	-0.2359089992
88.420	5770	0.1389286601	231.3299913007	0.3319646318	-0.2359279535
88.429	5771	0.1389322364	231.2523860486	0.3319322069	-0.2359429738
88.445	5772	0.1389385545	231.1760324941	0.3319000204	-0.2359429738
88.456	5773	0.1389429652	231.0984272419	0.3318698604	-0.2359634778
88.462	5774	0.1389452302	231.0189444434	0.3318381507	-0.2359906576
88.480	5775	0.1389526212	230.9432167377	0.3318059642	-0.2359953067
88.489	5776	0.1389558398	230.8624822415	0.3317731817	-0.2359947107
88.505	5777	0.1389622771	230.7848769894	0.3317412336	-0.2359912536
88.515	5778	0.1389662110	230.7097751325	0.3317105968	-0.2359862468
88.522	5779	0.1389690720	230.6340474268	0.3316809137	-0.2359837434
88.533	5780	0.1389732444	230.5570680235	0.3316449125	-0.2359882734
88.546	5781	0.1389786088	230.4732042833	0.3316153486	-0.2360329769
88.555	5782	0.1389820659	230.3955990312	0.3315859039	-0.2359874389
88.566	5783	0.1389863574	230.3204971743	0.3315527637	-0.2359837434
88.579	5784	0.1389914834	230.2428919222	0.3315217693	-0.2359706304
88.597	5785	0.1389985167	230.1634091236	0.3314882714	-0.2359634778
88.609	5786	0.1390034043	230.0826746275	0.3314577539	-0.2359620473
88.620	5787	0.1390078151	230.0050693753	0.3314250905	-0.2359626434
88.629	5788	0.1390111529	229.9274641232	0.3313931424	-0.2359627626
88.637	5789	0.1390141332	229.8529881151	0.3313582141	-0.2359630010
88.653	5790	0.1390205705	229.7716277702	0.3313287694	-0.2359621665
88.664	5791	0.1390249812	229.6990293085	0.3312976558	-0.2359613321
88.679	5792	0.1390307032	229.6176689635	0.3312634427	-0.2359585903
88.685	5793	0.1390330874	229.5375603162	0.3312311370	-0.2359554908
88.693	5794	0.1390364253	229.4605809129	0.3311999042	-0.2359537027
88.712	5795	0.1390438163	229.3854790560	0.3311661679	-0.2359509609
88.719	5796	0.1390465581	229.3066221062	0.3311349351	-0.2359478614
88.728	5797	0.1390501344	229.2277651565	0.3311037023	-0.2359442852
88.747	5798	0.1390575253	229.1501599044	0.3310723502	-0.2359410665
88.763	5799	0.1390640819	229.0738063499	0.3310396869	-0.2359397552
88.772	5800	0.1390675389	228.9949494001	0.3310080964	-0.2359346292
88.780	5801	0.1390707576	228.9179699968	0.3309744794	-0.2359315298
88.790	5802	0.1390748107	228.8341062566	0.3309422929	-0.2359280727
88.805	5803	0.1390806519	228.7627594926	0.3309085566	-0.2359264038
88.824	5804	0.1390881621	228.6851542404	0.3308772046	-0.2359249732
88.834	5805	0.1390918576	228.6062972907	0.3308458525	-0.2359290264
88.850	5806	0.1390982949	228.5261886433	0.3308141429	-0.2359221122
88.860	5807	0.1391021096	228.4510867865	0.3307804066	-0.2359155557
88.878	5808	0.1391091430	228.3722298367	0.3307488162	-0.2359115026
88.880	5809	0.1391100966	228.2933728870	0.3307147223	-0.2359064958
88.901	5810	0.1391182029	228.2195227277	0.3306834895	-0.2359039924
88.909	5811	0.1391215407	228.1425433244	0.3306529719	-0.2359163902
88.912	5812	0.1391226136	228.0649380723	0.3306212622	-0.2359144828
88.920	5813	0.1391257131	227.9835777273	0.3305880028	-0.2359023235
88.943	5814	0.1391350114	227.9053466264	0.3305576045	-0.2358720443
88.954	5815	0.1391394221	227.8289930719	0.3305232722	-0.2358809850
88.959	5816	0.1391414487	227.7538912150	0.3304920394	-0.2358852765
88.984	5817	0.1391512238	227.6731567188	0.3304597336	-0.2358822963
88.992	5818	0.1391544425	227.5949256179	0.3304283816	-0.2358750245
89.003	5819	0.1391587340	227.5185720634	0.3303960759	-0.2358732364
89.017	5820	0.1391639792	227.4472252993	0.3303638894	-0.2358706138
89.025	5821	0.1391670787	227.3614840127	0.3303311068	-0.2358706138
89.041	5822	0.1391736352	227.2870080046	0.3302972514	-0.2358640573
89.048	5823	0.1391763770	227.2087769037	0.3302658993	-0.2358631036
89.065	5824	0.1391829335	227.1311716516	0.3302349049	-0.2358607194
89.078	5825	0.1391881787	227.0585731899	0.3302033144	-0.2358566663
89.085	5826	0.1391909205	226.9778386937	0.3301681477	-0.2358517787
89.096	5827	0.1391952121	226.9014851392	0.3301367956	-0.2358499906
89.103	5828	0.1391981923	226.8232540383	0.3301044899	-0.2358462951
89.118	5829	0.1392039144	226.7450229374	0.3300719458	-0.2358640573
89.131	5830	0.1392089211	226.6667918364	0.3300389248	-0.2358782432
89.146	5831	0.1392151200	226.5879348867	0.3300078112	-0.2358970783
89.164	5832	0.1392220342	226.5122071810	0.3299747902	-0.2359141252
89.177	5833	0.1392270410	226.4371053241	0.3299434382	-0.2359324834
89.181	5834	0.1392289483	226.3613776184	0.3299119669	-0.2359504840
89.184	5835	0.1392297828	226.2812689710	0.3298803765	-0.2359709880
89.203	5836	0.1392375314	226.2030378701	0.3298490244	-0.2359850547
89.218	5837	0.1392434918	226.1273101644	0.3298146921	-0.2359812400
89.223	5838	0.1392452800	226.0553375516	0.3297825056	-0.2359799287
89.238	5839	0.1392512404	225.9727255090	0.3297504383	-0.2359787366
89.253	5840	0.1392573201	225.8944944080	0.3297178942	-0.2359781406
89.263	5841	0.1392608964	225.8193925511	0.3296860653	-0.2359751604
89.285	5842	0.1392695987	225.7442906943	0.3296526867	-0.2359763525
89.284	5843	0.1392693603	225.6666854421	0.3296203810	-0.2359730146
89.300	5844	0.1392757976	225.5915835852	0.3295886713	-0.2359721801
89.308	5845	0.1392786586	225.5108490891	0.3295564848	-0.2359721801
89.315	5846	0.1392816388	225.4376247786	0.3295226294	-0.2359707496
89.332	5847	0.1392884337	225.3587678289	0.3294908005	-0.2359708688
89.347	5848	0.1392940366	225.2867952160	0.3294569450	-0.2359707496
89.360	5849	0.1392994010	225.2110675103	0.3294255930	-0.2359720609
89.363	5850	0.1393003547	225.1284554677	0.3293916183	-0.2359713457
89.375	5851	0.1393053615	225.0521019132	0.3293603855	-0.2359630010
89.387	5852	0.1393100106	224.9770000563	0.3293289142	-0.2359671733
89.396	5853	0.1393135869	224.9044015947	0.3292976814	-0.2359687231
89.416	5854	0.1393213355	224.8236670985	0.3292633491	-0.2359694383
89.430	5855	0.1393270576	224.7479393928	0.3292314010	-0.2359672925
89.438	5856	0.1393301570	224.6722116871	0.3292013603	-0.2359725378
89.446	5857	0.1393333757	224.5996132254	0.3291682201	-0.2359914920
89.457	5858	0.1393374288	224.5195045781	0.3291330534	-0.2359918497
89.471	5859	0.1393430316	224.4437768724	0.3291008669	-0.2359824321
89.478	5860	0.1393458926	224.3655457715	0.3290702301	-0.2359832666
89.495	5861	0.1393526876	224.2923214610	0.3290373283	-0.2359786174
89.514	5862	0.1393598401	224.2134645112	0.3290039497	-0.2359730146
89.520	5863	0.1393624627	224.1377368055	0.3289736705	-0.2359699151
89.528	5864	0.1393654430	224.0626349486	0.3289425569	-0.2359703920
89.538	5865	0.1393696153	223.9887847894	0.3289072710	-0.2359682462
89.555	5866	0.1393760526	223.9118053861	0.3288761573	-0.2359658620
89.577	5867	0.1393847549	223.8354518315	0.3288451629	-0.2359655044
89.587	5868	0.1393888080	223.7572207306	0.3288104730	-0.2359663389
89.588	5869	0.1393890464	223.6839964201	0.3287780481	-0.2359658620
89.596	5870	0.1393925035	223.6045136216	0.3287456232	-0.2359647892
89.607	5871	0.1393967950	223.5312893111	0.3287135559	-0.2359609745
89.617	5872	0.1394007289	223.4530582102	0.3286810117	-0.2359596632
89.628	5873	0.1394050204	223.3792080509	0.3286501365	-0.2359577558
89.645	5874	0.1394114577	223.3053578916	0.3286180692	-0.2359533451
89.653	5875	0.1394149148	223.2290043371	0.3285850482	-0.2359525106
89.659	5876	0.1394172990	223.1551541779	0.3285528617	-0.2359508417
89.676	5877	0.1394238555	223.0781747745	0.3285213905	-0.2359666965
89.692	5878	0.1394302928	223.0049504641	0.3284887271	-0.2359874389
89.702	5879	0.1394342267	222.9260935143	0.3284559446	-0.2360085390
89.725	5880	0.1394430482	222.8522433551	0.3284242349	-0.2360059164
89.730	5881	0.1394453132	222.7746381029	0.3283928828	-0.2360040090
89.736	5882	0.1394474589	222.7001620948	0.3283606963	-0.2360006711
89.743	5883	0.1394502008	222.6238085403	0.3283270793	-0.2359972141
89.757	5884	0.1394559228	222.5487066834	0.3282934623	-0.2359956644
89.766	5885	0.1394593799	222.4748565242	0.3282627063	-0.2359923265
89.786	5886	0.1394671285	222.3997546673	0.3282295661	-0.2359873197
89.791	5887	0.1394692743	222.3246528104	0.3281973796	-0.2359868429
89.795	5888	0.1394708240	222.2508026511	0.3281655507	-0.2359830282
89.811	5889	0.1394771421	222.1738232478	0.3281336026	-0.2359807632
89.830	5890	0.1394846523	222.0962179957	0.3281045156	-0.2359763525
89.836	5891	0.1394867980	222.0242453828	0.3280703025	-0.2359714649
89.846	5892	0.1394909703	221.9503952235	0.3280360894	-0.2359709880
89.861	5893	0.1394969308	221.8715382738	0.3280049758	-0.2359672925
89.875	5894	0.1395022952	221.8020690562	0.3279726701	-0.2359620473
89.881	5895	0.1395047986	221.7263413505	0.3279411988	-0.2359602592
89.894	5896	0.1395095670	221.6518653424	0.3279085355	-0.2359554908
89.907	5897	0.1395149314	221.5767634855	0.3278761105	-0.2359509609
89.907	5898	0.1395149314	221.4997840822	0.3278428512	-0.2359408281
89.930	5899	0.1395238721	221.4284373181	0.3278118567	-0.2359361789
89.931	5900	0.1395244682	221.3495803684	0.3277805047	-0.2359328411
89.944	5901	0.1395294749	221.2788594531	0.3277471261	-0.2359280727
89.959	5902	0.1395354354	221.2056351427	0.3277162509	-0.2359236619
89.976	5903	0.1395422303	221.1324108322	0.3276810841	-0.2359203241
89.994	5904	0.1395490253	221.0554314289	0.3276517587	-0.2359168670
90.010	5905	0.1395553434	220.9797037232	0.3276193337	-0.2359106681
90.016	5906	0.1395579660	220.9096086567	0.3275855975	-0.2359063766
90.026	5907	0.1395616615	220.8326292534	0.3275537686	-0.2359043500
90.037	5908	0.1395659530	220.7587790941	0.3275231318	-0.2358997009
90.049	5909	0.1395708406	220.6830513884	0.3274902301	-0.2358951709
90.055	5910	0.1395733440	220.6098270780	0.3274570899	-0.2358933828
90.068	5911	0.1395784700	220.5322218259	0.3274251418	-0.2358911178
90.087	5912	0.1395856225	220.4615009106	0.3273934321	-0.2358857534
90.095	5913	0.1395889604	220.3876507513	0.3273606495	-0.2358827732
90.104	5914	0.1395924175	220.3163039873	0.3273275094	-0.2358777664
90.115	5915	0.1395968282	220.2412021304	0.3272975878	-0.2358760974
90.134	5916	0.1396044576	220.1667261223	0.3272649245	-0.2358707330
90.142	5917	0.1396075570	220.0941276606	0.3272329764	-0.2358689449
90.153	5918	0.1396118486	220.0215291990	0.3272011475	-0.2358671567
90.163	5919	0.1396156633	219.9439239469	0.3271702723	-0.2358631036
90.174	5920	0.1396200740	219.8744547292	0.3271367745	-0.2358621499
90.189	5921	0.1396260345	219.8024821164	0.3271037535	-0.2358613155
90.202	5922	0.1396311605	219.7273802595	0.3270721630	-0.2358594081
90.214	5923	0.1396356904	219.6529042514	0.3270424799	-0.2358584545
90.224	5924	0.1396397435	219.5840608826	0.3270099358	-0.2358551166
90.232	5925	0.1396429622	219.5070814793	0.3269757227	-0.2358542821
90.251	5926	0.1396504724	219.4307279247	0.3269425825	-0.2358495138
90.263	5927	0.1396553600	219.3587553119	0.3269119458	-0.2358496330
90.273	5928	0.1396592939	219.2886602455	0.3268795208	-0.2358489177
90.280	5929	0.1396619165	219.2135583886	0.3268466191	-0.2358657262
90.288	5930	0.1396650159	219.1447150197	0.3268168167	-0.2358867071
90.301	5931	0.1396701419	219.0721165581	0.3267833189	-0.2359037540
90.308	5932	0.1396730029	218.9913820619	0.3267525629	-0.2359250925
90.319	5933	0.1396774137	218.9237903907	0.3267219261	-0.2359488151
90.331	5934	0.1396820628	218.8530694755	0.3266909317	-0.2359633586
90.344	5935	0.1396870696	218.7773417698	0.3266570763	-0.2359756372
90.350	5936	0.1396893346	218.7016140641	0.3266254858	-0.2359782598
90.364	5937	0.1396948182	218.6315189976	0.3265950874	-0.2359820745
90.377	5938	0.1397001827	218.5601722336	0.3265618281	-0.2359830282
90.386	5939	0.1397035205	218.4881996207	0.3265301184	-0.2359715841
90.396	5940	0.1397075736	218.4112202174	0.3264999584	-0.2359670541
90.405	5941	0.1397112691	218.3455060926	0.3264671759	-0.2359622858
90.421	5942	0.1397175872	218.2704042357	0.3264357046	-0.2359556100
90.428	5943	0.1397200906	218.2009350181	0.3264035181	-0.2359535835
90.452	5944	0.1397295081	218.1283365565	0.3263710932	-0.2359494112
90.470	5945	0.1397366607	218.0551122460	0.3263393835	-0.2359459541
90.471	5946	0.1397371375	217.9843913307	0.3263086275	-0.2359416625
90.483	5947	0.1397417867	217.9086636250	0.3262754873	-0.2359444044
90.488	5948	0.1397436941	217.8398202562	0.3262428240	-0.2359457157
90.503	5949	0.1397498929	217.7716027362	0.3262129024	-0.2359454772
90.514	5950	0.1397539461	217.6958750305	0.3261810736	-0.2359454772
90.525	5951	0.1397583568	217.6289092081	0.3261498407	-0.2359427354
90.535	5952	0.1397625291	217.5550590488	0.3261174158	-0.2359436891
90.549	5953	0.1397677743	217.4830864360	0.3260864214	-0.2359410665
90.555	5954	0.1397700393	217.4129913695	0.3260535196	-0.2359345100
90.571	5955	0.1397765958	217.3428963031	0.3260231212	-0.2359327218
90.588	5956	0.1397830331	217.2677944462	0.3259903387	-0.2359281919
90.589	5957	0.1397835100	217.1958218334	0.3259594635	-0.2359464309
90.593	5958	0.1397852981	217.1251009181	0.3259279922	-0.2359619281
90.603	5959	0.1397892320	217.0550058517	0.3258961633	-0.2359787366
90.620	5960	0.1397956693	216.9842849364	0.3258676723	-0.2359872005
90.640	5961	0.1398035371	216.9154415676	0.3258338169	-0.2359759948
90.646	5962	0.1398059213	216.8403397107	0.3258012727	-0.2359752796
90.661	5963	0.1398121202	216.7702446443	0.3257709936	-0.2359769485
90.666	5964	0.1398140275	216.7051563683	0.3257413105	-0.2359770677
90.676	5965	0.1398179614	216.6356871507	0.3257096008	-0.2359740875
90.679	5966	0.1398189151	216.5756056652	0.3256790832	-0.2359753988
90.687	5967	0.1398221338	216.5123949356	0.3256476120	-0.2359725378
90.713	5968	0.1398322666	216.4516876013	0.3256185249	-0.2359699151
90.711	5969	0.1398315513	216.3922319646	0.3255894378	-0.2359672925
90.722	5970	0.1398362005	216.3396606648	0.3255615428	-0.2360267780
90.725	5971	0.1398372733	216.2814567257	0.3255306676	-0.2360969923
90.736	5972	0.1398415649	216.2270078794	0.3255044416	-0.2361281059
90.756	5973	0.1398494327	216.1794433701	0.3254757121	-0.2361383579
90.747	5974	0.1398459756	216.1281237679	0.3254505590	-0.2361447952
90.752	5975	0.1398478830	216.0849402001	0.3254251674	-0.2361517093
90.755	5976	0.1398489559	216.0386273884	0.3253966764	-0.2361710212
90.759	5977	0.1398505056	215.9898111814	0.3253717616	-0.2362487457
90.766	5978	0.1398532474	215.9466276137	0.3253470853	-0.2363321922
90.764	5979	0.1398525321	215.9021923484	0.3250521615	-0.2363854788
90.772	5980	0.1398555124	215.8646414199	0.3253004745	-0.2363913200
90.772	5981	0.1398558700	215.8170769106	0.3252774671	-0.2363959692
90.777	5982	0.1398577773	215.7807776797	0.3252562478	-0.2364088438
90.787	5983	0.1398615920	215.7451042977	0.3252339557	-0.2363973997
90.794	5984	0.1398643339	215.7106826133	0.3252091602	-0.2363701008
